Vendedor,Mês,QuantidadeVendida,ValorVendido,TipoPagamento,Parcelas
Dr. Davi Lucas da Rosa,Novembro,2,3310.47,Dinheiro,
Sarah Viana,Junho,16,29168.89,Cartão de Crédito,3
Clarice Porto,Dezembro,38,45936.43,PIX,
Emilly Almeida,Julho,23,11671.13,PIX,
Samuel Pereira,Fevereiro,48,60744.23,Dinheiro,
Sr. Bryan Nascimento,Agosto,16,4754.48,PIX,
Sarah Viana,Outubro,20,31007.25,Dinheiro,
João Gabriel Monteiro,Março,18,19124.58,Dinheiro,
Samuel Pereira,Março,13,20881.66,Dinheiro,
Sr. Bryan Nascimento,Junho,34,27697.08,PIX,
Emilly Almeida,Abril,40,15660.97,PIX,
Emilly Almeida,Julho,36,34601.28,Cartão de Crédito,3
Samuel Pereira,Fevereiro,16,9913.78,Cartão de Crédito,1
João Gabriel Monteiro,Agosto,39,32837.3,Cartão de Crédito,4
Ana Sophia Araújo,Junho,24,27900.21,Cartão de Crédito,4
Sr. Bryan Nascimento,Abril,21,20554.05,Cartão de Crédito,1
João Gabriel Monteiro,Dezembro,8,6706.43,PIX,
Ana Sophia Araújo,Julho,45,73880.43,Dinheiro,
Clarice Porto,Abril,24,36605.26,PIX,
Nicolas Pereira,Julho,14,23201.63,Dinheiro,
Samuel Pereira,Outubro,29,3758.21,PIX,
Emilly Almeida,Novembro,42,30347.08,PIX,
Ana Sophia Araújo,Abril,39,57055.43,PIX,
Emilly Almeida,Março,31,44071.44,Cartão de Crédito,12
Dra. Pietra Viana,Julho,26,49715.97,Dinheiro,
Vicente Cavalcanti,Junho,21,7133.11,Dinheiro,
Ana Sophia Araújo,Junho,2,2560.32,Cartão de Crédito,4
Ana Sophia Araújo,Janeiro,4,5467.75,Cartão de Crédito,12
Dr. Davi Lucas da Rosa,Dezembro,4,1032.05,PIX,
Enzo Santos,Fevereiro,27,6312.2,Dinheiro,
Alice da Paz,Abril,36,21241.94,PIX,
Dr. Davi Lucas da Rosa,Dezembro,40,51636.76,Cartão de Crédito,2
Sra. Elisa das Neves,Abril,1,189.07,Dinheiro,
Dra. Pietra Viana,Setembro,9,12103.04,Cartão de Crédito,6
Sr. Bryan Nascimento,Maio,43,83672.65,Dinheiro,
Clarice Porto,Janeiro,49,68245.17,Dinheiro,
Sr. Bryan Nascimento,Setembro,26,26216.72,Cartão de Crédito,12
João Gabriel Monteiro,Abril,5,1082.93,Dinheiro,
Nicolas Pereira,Setembro,8,8305.61,PIX,
Emilly Almeida,Abril,41,81365.58,PIX,
Antônio Carvalho,Dezembro,27,6301.63,Cartão de Crédito,2
Sra. Elisa das Neves,Setembro,36,12916.95,Cartão de Crédito,1
Enzo Santos,Abril,49,12498.0,Dinheiro,
Enzo Santos,Maio,8,8106.52,Cartão de Crédito,12
Emilly Almeida,Novembro,46,24120.29,Cartão de Crédito,2
Sarah Viana,Julho,17,26395.84,Dinheiro,
Emilly Almeida,Julho,39,21590.33,Dinheiro,
Sarah Viana,Junho,41,51579.21,Cartão de Crédito,4
Sr. Bryan Nascimento,Agosto,28,17372.28,Cartão de Crédito,2
Sarah Viana,Outubro,43,9832.71,Dinheiro,
Samuel Pereira,Abril,43,18980.25,PIX,
Vicente Cavalcanti,Setembro,10,17824.71,Dinheiro,
Dr. Davi Lucas da Rosa,Julho,30,54956.03,Cartão de Crédito,4
João Gabriel Monteiro,Outubro,16,15617.3,PIX,
Clarice Porto,Outubro,37,26257.74,Cartão de Crédito,2
Antônio Carvalho,Março,40,35500.05,PIX,
Nicolas Pereira,Maio,44,47891.74,Cartão de Crédito,12
Emilly Almeida,Julho,50,71830.09,Dinheiro,
Enzo Santos,Setembro,8,14056.04,Cartão de Crédito,1
Nicolas Pereira,Abril,15,2820.47,PIX,
Ana Sophia Araújo,Outubro,46,50025.04,PIX,
Dra. Pietra Viana,Agosto,31,8116.68,PIX,
Antônio Carvalho,Dezembro,23,28250.47,Dinheiro,
Dr. Davi Lucas da Rosa,Dezembro,4,6259.02,PIX,
Samuel Pereira,Março,50,50740.76,PIX,
João Gabriel Monteiro,Outubro,4,1705.15,PIX,
Clarice Porto,Fevereiro,45,17491.22,Dinheiro,
Samuel Pereira,Maio,25,47801.51,PIX,
Vicente Cavalcanti,Fevereiro,27,11861.03,Dinheiro,
Enzo Santos,Julho,47,6708.12,Cartão de Crédito,2
Antônio Carvalho,Setembro,20,4753.49,Cartão de Crédito,2
Clarice Porto,Junho,23,31049.97,Dinheiro,
Clarice Porto,Agosto,30,46865.03,Dinheiro,
Alice da Paz,Outubro,13,16160.61,PIX,
Alice da Paz,Outubro,21,32569.27,Cartão de Crédito,6
Emilly Almeida,Março,17,24949.92,PIX,
Emilly Almeida,Fevereiro,5,1111.71,Dinheiro,
Sarah Viana,Julho,30,3675.42,Dinheiro,
Dra. Pietra Viana,Julho,10,19264.71,PIX,
Emilly Almeida,Agosto,28,8336.68,Cartão de Crédito,3
Dra. Pietra Viana,Maio,47,80619.49,Cartão de Crédito,2
Ana Sophia Araújo,Janeiro,35,6356.92,PIX,
Sarah Viana,Janeiro,48,91233.25,Dinheiro,
Vicente Cavalcanti,Outubro,11,14231.02,Dinheiro,
Dra. Pietra Viana,Março,33,32539.37,Cartão de Crédito,1
Ana Sophia Araújo,Agosto,44,64267.36,Dinheiro,
Sarah Viana,Fevereiro,11,14406.54,Cartão de Crédito,12
Enzo Santos,Junho,49,90519.87,Dinheiro,
Antônio Carvalho,Março,12,1260.86,Cartão de Crédito,1
Sra. Elisa das Neves,Outubro,29,49456.95,Dinheiro,
Nicolas Pereira,Março,35,34752.36,Dinheiro,
Sra. Elisa das Neves,Julho,44,64296.89,PIX,
Clarice Porto,Dezembro,28,43340.13,Cartão de Crédito,12
Enzo Santos,Junho,5,1991.6,Dinheiro,
Samuel Pereira,Junho,23,16809.14,Dinheiro,
Samuel Pereira,Janeiro,2,3836.58,Cartão de Crédito,1
Dra. Pietra Viana,Fevereiro,40,27071.67,Dinheiro,
Dr. Davi Lucas da Rosa,Maio,46,15865.68,PIX,
João Gabriel Monteiro,Março,14,19756.17,Cartão de Crédito,2
Enzo Santos,Janeiro,29,10318.68,Cartão de Crédito,3
Ana Sophia Araújo,Março,48,64462.47,Cartão de Crédito,1
Samuel Pereira,Abril,43,26499.24,Cartão de Crédito,12
Nicolas Pereira,Abril,30,21860.96,Cartão de Crédito,6
Sra. Elisa das Neves,Julho,50,59447.1,Dinheiro,
Ana Sophia Araújo,Outubro,8,14042.24,Dinheiro,
Enzo Santos,Abril,8,7214.81,PIX,
Clarice Porto,Julho,36,35833.19,Dinheiro,
Nicolas Pereira,Janeiro,16,7872.78,Cartão de Crédito,3
Antônio Carvalho,Maio,17,3776.17,Cartão de Crédito,4
Sra. Elisa das Neves,Julho,26,15636.82,PIX,
Ana Sophia Araújo,Janeiro,44,50095.39,PIX,
Dr. Davi Lucas da Rosa,Dezembro,22,25286.94,Cartão de Crédito,3
Samuel Pereira,Novembro,7,7214.36,PIX,
Vicente Cavalcanti,Outubro,27,45285.95,Cartão de Crédito,6
Ana Sophia Araújo,Outubro,9,5956.78,Cartão de Crédito,3
Ana Sophia Araújo,Junho,2,2685.95,PIX,
Clarice Porto,Outubro,46,40932.38,Dinheiro,
Samuel Pereira,Abril,8,5814.42,Cartão de Crédito,12
Antônio Carvalho,Junho,11,15690.94,Dinheiro,
Vicente Cavalcanti,Março,43,69103.08,Dinheiro,
João Gabriel Monteiro,Janeiro,21,22178.25,Dinheiro,
Sarah Viana,Agosto,42,39715.28,PIX,
Sarah Viana,Junho,18,27113.81,Dinheiro,
Sr. Bryan Nascimento,Dezembro,20,20883.87,PIX,
Vicente Cavalcanti,Junho,48,84177.38,Cartão de Crédito,6
Antônio Carvalho,Janeiro,50,15118.16,Cartão de Crédito,3
Dr. Davi Lucas da Rosa,Março,21,14841.72,Dinheiro,
Enzo Santos,Março,30,28383.32,Dinheiro,
Dra. Pietra Viana,Setembro,12,10362.54,Cartão de Crédito,1
Alice da Paz,Maio,35,42572.81,Cartão de Crédito,1
Nicolas Pereira,Junho,35,62744.45,Dinheiro,
Ana Sophia Araújo,Dezembro,49,60109.13,Cartão de Crédito,6
Enzo Santos,Fevereiro,20,33419.06,Cartão de Crédito,2
Clarice Porto,Abril,24,46051.89,PIX,
Samuel Pereira,Maio,43,64009.42,Dinheiro,
João Gabriel Monteiro,Março,3,2158.11,PIX,
Clarice Porto,Julho,29,20596.75,PIX,
Clarice Porto,Outubro,6,1819.51,Cartão de Crédito,4
Clarice Porto,Setembro,15,2022.16,PIX,
Dr. Davi Lucas da Rosa,Junho,30,26465.6,Cartão de Crédito,4
Sr. Bryan Nascimento,Maio,21,32705.47,Dinheiro,
Sra. Elisa das Neves,Fevereiro,25,2526.71,Dinheiro,
João Gabriel Monteiro,Junho,34,40250.43,Cartão de Crédito,1
João Gabriel Monteiro,Junho,43,80147.54,Cartão de Crédito,2
Sra. Elisa das Neves,Abril,13,10659.22,Dinheiro,
Clarice Porto,Julho,4,458.99,Dinheiro,
Sarah Viana,Maio,30,27659.51,Dinheiro,
Sra. Elisa das Neves,Março,43,45769.88,Dinheiro,
João Gabriel Monteiro,Setembro,38,48378.28,Cartão de Crédito,1
Emilly Almeida,Agosto,18,15152.22,Cartão de Crédito,12
Sra. Elisa das Neves,Dezembro,16,23807.89,Dinheiro,
Clarice Porto,Novembro,31,37103.92,Dinheiro,
Vicente Cavalcanti,Agosto,7,9124.24,PIX,
Samuel Pereira,Julho,4,7333.98,Cartão de Crédito,2
Dra. Pietra Viana,Novembro,32,48688.63,Dinheiro,
Emilly Almeida,Junho,10,10753.92,Dinheiro,
Emilly Almeida,Setembro,40,42919.74,Dinheiro,
Emilly Almeida,Fevereiro,35,54902.38,PIX,
Dr. Davi Lucas da Rosa,Abril,37,36559.04,Dinheiro,
Sarah Viana,Janeiro,46,84078.74,Dinheiro,
Ana Sophia Araújo,Novembro,1,993.5,PIX,
Clarice Porto,Maio,40,48261.83,Dinheiro,
Sr. Bryan Nascimento,Dezembro,42,69944.23,PIX,
Antônio Carvalho,Agosto,44,79694.76,Dinheiro,
Nicolas Pereira,Maio,18,5572.92,Cartão de Crédito,4
Enzo Santos,Outubro,11,16645.78,Cartão de Crédito,4
Emilly Almeida,Junho,19,25516.34,PIX,
Dr. Davi Lucas da Rosa,Agosto,23,45716.58,Cartão de Crédito,12
Enzo Santos,Janeiro,47,27839.02,PIX,
Clarice Porto,Novembro,33,16422.98,Dinheiro,
Dra. Pietra Viana,Junho,41,53709.09,Dinheiro,
Samuel Pereira,Janeiro,30,49305.37,Dinheiro,
Dr. Davi Lucas da Rosa,Outubro,28,22158.11,PIX,
Alice da Paz,Setembro,49,25658.35,Dinheiro,
Alice da Paz,Junho,27,36865.45,Dinheiro,
Sra. Elisa das Neves,Julho,31,34095.99,Cartão de Crédito,3
Emilly Almeida,Janeiro,32,54333.3,Dinheiro,
Sarah Viana,Janeiro,29,38833.73,Cartão de Crédito,12
Sr. Bryan Nascimento,Agosto,30,57566.19,Cartão de Crédito,12
Emilly Almeida,Abril,21,28337.8,Dinheiro,
Emilly Almeida,Janeiro,32,34077.95,Cartão de Crédito,4
Clarice Porto,Março,10,4624.2,Dinheiro,
Samuel Pereira,Setembro,21,13372.6,Cartão de Crédito,2
Enzo Santos,Outubro,38,47409.87,Cartão de Crédito,6
Antônio Carvalho,Novembro,50,9105.71,Cartão de Crédito,2
Sra. Elisa das Neves,Março,44,71377.2,PIX,
Sarah Viana,Março,30,16559.89,Dinheiro,
Emilly Almeida,Dezembro,22,36010.43,PIX,
Clarice Porto,Agosto,10,5987.15,Dinheiro,
Ana Sophia Araújo,Abril,9,17462.7,Cartão de Crédito,3
Alice da Paz,Agosto,5,3274.18,Dinheiro,
Antônio Carvalho,Janeiro,38,21346.45,PIX,
Antônio Carvalho,Junho,23,32665.41,Cartão de Crédito,2
Ana Sophia Araújo,Janeiro,27,8524.92,PIX,
Sra. Elisa das Neves,Abril,27,52685.44,PIX,
João Gabriel Monteiro,Junho,37,22968.86,PIX,
Dr. Davi Lucas da Rosa,Julho,8,12442.76,Cartão de Crédito,6
Clarice Porto,Abril,43,53080.25,Dinheiro,
Vicente Cavalcanti,Agosto,44,65630.23,Cartão de Crédito,4
Antônio Carvalho,Janeiro,29,43395.35,Cartão de Crédito,2
Vicente Cavalcanti,Março,35,46665.64,Dinheiro,
Samuel Pereira,Novembro,2,1585.78,PIX,
Nicolas Pereira,Julho,36,51136.27,Cartão de Crédito,12
Ana Sophia Araújo,Maio,24,19259.09,PIX,
Clarice Porto,Junho,4,1358.13,PIX,
Sarah Viana,Dezembro,22,20119.82,PIX,
Alice da Paz,Agosto,50,56198.69,Dinheiro,
Nicolas Pereira,Abril,15,19915.73,PIX,
Enzo Santos,Abril,37,54539.19,Cartão de Crédito,3
Emilly Almeida,Julho,3,466.62,Cartão de Crédito,12
Samuel Pereira,Abril,26,30538.92,Dinheiro,
Emilly Almeida,Março,28,50136.93,Dinheiro,
Ana Sophia Araújo,Março,44,19762.47,Cartão de Crédito,6
Alice da Paz,Junho,22,30479.15,PIX,
Sra. Elisa das Neves,Agosto,50,62521.76,PIX,
Emilly Almeida,Agosto,2,3687.21,Cartão de Crédito,3
Emilly Almeida,Fevereiro,12,2081.74,Cartão de Crédito,6
Sr. Bryan Nascimento,Abril,17,11691.64,Cartão de Crédito,4
Enzo Santos,Outubro,31,55759.36,Cartão de Crédito,4
Vicente Cavalcanti,Dezembro,5,5736.71,Cartão de Crédito,12
Sarah Viana,Novembro,15,18262.74,Dinheiro,
Sr. Bryan Nascimento,Fevereiro,48,59179.71,Dinheiro,
João Gabriel Monteiro,Julho,42,52830.14,Cartão de Crédito,1
Sr. Bryan Nascimento,Junho,15,2209.38,Cartão de Crédito,2
Vicente Cavalcanti,Julho,3,5235.58,Dinheiro,
Vicente Cavalcanti,Março,33,17919.98,PIX,
Alice da Paz,Dezembro,18,8018.62,Cartão de Crédito,3
Nicolas Pereira,Outubro,36,25771.89,Dinheiro,
Dra. Pietra Viana,Setembro,29,46389.66,Dinheiro,
João Gabriel Monteiro,Março,4,3441.74,Cartão de Crédito,2
Samuel Pereira,Novembro,34,57056.42,Dinheiro,
Samuel Pereira,Janeiro,6,11781.7,Cartão de Crédito,4
Clarice Porto,Setembro,4,7251.68,PIX,
Enzo Santos,Dezembro,27,21459.12,Dinheiro,
Antônio Carvalho,Março,48,85150.78,PIX,
Enzo Santos,Janeiro,37,33012.0,Dinheiro,
Sr. Bryan Nascimento,Janeiro,42,38241.64,PIX,
Alice da Paz,Março,45,58162.12,PIX,
Vicente Cavalcanti,Junho,30,15398.58,Dinheiro,
Alice da Paz,Dezembro,17,16857.54,Dinheiro,
João Gabriel Monteiro,Setembro,17,2155.24,Cartão de Crédito,12
Samuel Pereira,Outubro,18,16046.84,PIX,
Alice da Paz,Agosto,50,87415.09,PIX,
Sra. Elisa das Neves,Março,40,43060.13,Dinheiro,
Alice da Paz,Março,35,23869.94,PIX,
Dra. Pietra Viana,Janeiro,39,14002.12,Cartão de Crédito,4
Emilly Almeida,Dezembro,5,7220.72,PIX,
Nicolas Pereira,Fevereiro,29,4379.2,PIX,
Sarah Viana,Agosto,5,6632.0,PIX,
Ana Sophia Araújo,Junho,25,37110.2,PIX,
Dra. Pietra Viana,Setembro,1,1610.31,Cartão de Crédito,12
Sr. Bryan Nascimento,Novembro,26,21273.15,PIX,
Sr. Bryan Nascimento,Outubro,24,31400.57,Cartão de Crédito,4
Clarice Porto,Setembro,13,23469.9,Cartão de Crédito,3
Vicente Cavalcanti,Setembro,44,34576.57,PIX,
Emilly Almeida,Novembro,18,4645.64,PIX,
Dr. Davi Lucas da Rosa,Janeiro,6,7175.53,Cartão de Crédito,6
Dra. Pietra Viana,Novembro,17,19664.11,Dinheiro,
Alice da Paz,Janeiro,45,14631.74,Cartão de Crédito,12
Dra. Pietra Viana,Dezembro,44,37872.28,Cartão de Crédito,3
Vicente Cavalcanti,Janeiro,31,30626.28,Cartão de Crédito,12
Ana Sophia Araújo,Agosto,19,4001.57,Cartão de Crédito,2
Enzo Santos,Setembro,38,30729.88,PIX,
Clarice Porto,Julho,29,41436.27,Dinheiro,
João Gabriel Monteiro,Maio,27,6970.08,Cartão de Crédito,3
Sra. Elisa das Neves,Fevereiro,3,5580.33,Dinheiro,
João Gabriel Monteiro,Janeiro,4,5539.77,Cartão de Crédito,1
Alice da Paz,Setembro,48,37825.4,Dinheiro,
Vicente Cavalcanti,Janeiro,24,4591.77,PIX,
Emilly Almeida,Maio,37,36990.94,Dinheiro,
Dr. Davi Lucas da Rosa,Novembro,15,21544.89,Dinheiro,
Vicente Cavalcanti,Janeiro,6,736.29,Dinheiro,
Vicente Cavalcanti,Outubro,31,24567.54,Dinheiro,
Dr. Davi Lucas da Rosa,Outubro,31,18945.89,PIX,
Emilly Almeida,Dezembro,42,57156.17,PIX,
Emilly Almeida,Abril,39,35189.54,Dinheiro,
Sr. Bryan Nascimento,Dezembro,29,44123.95,PIX,
Sr. Bryan Nascimento,Março,23,8913.9,Dinheiro,
Emilly Almeida,Novembro,40,62029.93,PIX,
Emilly Almeida,Novembro,11,2273.67,Cartão de Crédito,4
Nicolas Pereira,Fevereiro,23,36323.09,Cartão de Crédito,4
Nicolas Pereira,Janeiro,44,75525.83,Cartão de Crédito,2
Sarah Viana,Agosto,50,98413.41,Cartão de Crédito,4
Dr. Davi Lucas da Rosa,Julho,49,41718.23,Dinheiro,
Dr. Davi Lucas da Rosa,Novembro,39,37044.09,Dinheiro,
Sra. Elisa das Neves,Dezembro,44,79682.6,Cartão de Crédito,6
Antônio Carvalho,Junho,32,49822.76,PIX,
Nicolas Pereira,Outubro,43,8093.04,PIX,
Dra. Pietra Viana,Maio,40,58992.64,Dinheiro,
Dra. Pietra Viana,Fevereiro,18,11132.16,Dinheiro,
Ana Sophia Araújo,Setembro,4,2006.94,PIX,
Dra. Pietra Viana,Julho,11,7019.75,Cartão de Crédito,12
Antônio Carvalho,Agosto,17,10276.73,Cartão de Crédito,6
Clarice Porto,Outubro,36,33472.31,Cartão de Crédito,3
Antônio Carvalho,Abril,21,7899.75,PIX,
Samuel Pereira,Outubro,7,1992.38,Cartão de Crédito,1
Samuel Pereira,Janeiro,45,48795.68,Dinheiro,
Sr. Bryan Nascimento,Fevereiro,35,20143.97,Dinheiro,
Enzo Santos,Setembro,40,46096.63,Dinheiro,
Antônio Carvalho,Outubro,15,24827.43,Cartão de Crédito,2
Antônio Carvalho,Outubro,27,8742.34,Dinheiro,
Sarah Viana,Janeiro,43,41388.51,Dinheiro,
Sarah Viana,Novembro,18,25506.76,Dinheiro,
Ana Sophia Araújo,Janeiro,10,3808.14,PIX,
Nicolas Pereira,Março,23,29227.92,PIX,
Emilly Almeida,Março,1,736.4,PIX,
Nicolas Pereira,Setembro,11,18293.09,Dinheiro,
Sr. Bryan Nascimento,Agosto,36,62729.28,Dinheiro,
Clarice Porto,Março,5,8611.72,PIX,
Alice da Paz,Novembro,17,21365.86,Dinheiro,
Nicolas Pereira,Agosto,20,16690.67,PIX,
Vicente Cavalcanti,Outubro,16,30038.45,Cartão de Crédito,4
Samuel Pereira,Setembro,17,23734.83,Cartão de Crédito,1
Nicolas Pereira,Julho,6,5821.33,PIX,
Antônio Carvalho,Setembro,4,6545.91,PIX,
Dr. Davi Lucas da Rosa,Março,40,67245.66,Cartão de Crédito,4
Alice da Paz,Julho,40,73880.7,Dinheiro,
Emilly Almeida,Outubro,30,36611.78,Dinheiro,
Dra. Pietra Viana,Agosto,31,22574.87,PIX,
Antônio Carvalho,Setembro,17,30236.33,PIX,
Sra. Elisa das Neves,Abril,18,1946.08,Dinheiro,
João Gabriel Monteiro,Março,47,88250.87,Dinheiro,
Sarah Viana,Julho,1,1413.39,Dinheiro,
Enzo Santos,Março,45,43289.51,Dinheiro,
Sra. Elisa das Neves,Dezembro,38,18874.99,PIX,
João Gabriel Monteiro,Abril,34,42341.57,Cartão de Crédito,2
Sr. Bryan Nascimento,Maio,34,21897.74,PIX,
Alice da Paz,Outubro,16,14426.74,Dinheiro,
Antônio Carvalho,Julho,8,14801.05,Cartão de Crédito,3
Enzo Santos,Setembro,26,9323.5,Cartão de Crédito,12
João Gabriel Monteiro,Abril,4,7742.27,PIX,
Ana Sophia Araújo,Novembro,27,19900.27,PIX,
Dra. Pietra Viana,Janeiro,21,40715.24,Cartão de Crédito,4
Ana Sophia Araújo,Março,46,16008.88,Dinheiro,
João Gabriel Monteiro,Maio,16,9141.5,Cartão de Crédito,4
Emilly Almeida,Março,42,61294.77,PIX,
Sra. Elisa das Neves,Setembro,27,35313.45,Cartão de Crédito,3
Nicolas Pereira,Agosto,23,20582.76,Cartão de Crédito,1
Vicente Cavalcanti,Novembro,5,2492.22,Dinheiro,
Ana Sophia Araújo,Agosto,35,59854.49,Dinheiro,
João Gabriel Monteiro,Agosto,35,53926.69,Cartão de Crédito,4
Enzo Santos,Fevereiro,21,29908.48,PIX,
Antônio Carvalho,Outubro,33,24074.34,PIX,
Enzo Santos,Abril,23,21222.47,Dinheiro,
Sr. Bryan Nascimento,Maio,6,6560.89,Cartão de Crédito,2
Emilly Almeida,Setembro,44,48060.39,PIX,
Vicente Cavalcanti,Fevereiro,11,20220.79,Dinheiro,
Samuel Pereira,Setembro,25,23057.59,Cartão de Crédito,3
Sr. Bryan Nascimento,Outubro,18,15141.87,Dinheiro,
Clarice Porto,Setembro,49,33776.11,Dinheiro,
Dra. Pietra Viana,Março,45,76379.74,PIX,
Alice da Paz,Janeiro,22,8642.02,Cartão de Crédito,1
Emilly Almeida,Abril,44,18408.17,Dinheiro,
Dra. Pietra Viana,Setembro,30,8196.74,Dinheiro,
Dr. Davi Lucas da Rosa,Março,14,21238.07,Cartão de Crédito,2
Sr. Bryan Nascimento,Julho,25,27340.33,PIX,
Vicente Cavalcanti,Agosto,48,48624.35,PIX,
Vicente Cavalcanti,Julho,35,50211.16,PIX,
Vicente Cavalcanti,Agosto,10,11054.5,Dinheiro,
Enzo Santos,Janeiro,47,26417.84,Cartão de Crédito,6
João Gabriel Monteiro,Agosto,29,33813.2,PIX,
Alice da Paz,Fevereiro,48,5461.49,Cartão de Crédito,12
Dra. Pietra Viana,Abril,15,9079.85,Dinheiro,
Antônio Carvalho,Novembro,46,36787.93,Cartão de Crédito,3
João Gabriel Monteiro,Julho,12,5597.61,Dinheiro,
Vicente Cavalcanti,Agosto,32,42374.45,Cartão de Crédito,1
Nicolas Pereira,Junho,14,10434.87,PIX,
Samuel Pereira,Outubro,31,15959.28,Cartão de Crédito,4
Sarah Viana,Dezembro,41,56230.21,Cartão de Crédito,2
Dra. Pietra Viana,Junho,29,53745.23,Cartão de Crédito,3
Samuel Pereira,Março,17,3048.81,Dinheiro,
Vicente Cavalcanti,Junho,22,16318.0,PIX,
Dra. Pietra Viana,Outubro,47,75224.42,Dinheiro,
Sarah Viana,Outubro,29,52069.76,PIX,
Emilly Almeida,Janeiro,19,5663.83,PIX,
Alice da Paz,Setembro,35,60278.29,Cartão de Crédito,3
Dr. Davi Lucas da Rosa,Outubro,27,35410.51,PIX,
Enzo Santos,Novembro,30,16272.26,PIX,
Sr. Bryan Nascimento,Junho,25,31414.3,PIX,
Nicolas Pereira,Setembro,43,80071.2,PIX,
Samuel Pereira,Novembro,28,29371.33,Cartão de Crédito,2
Vicente Cavalcanti,Dezembro,12,15418.07,Cartão de Crédito,12
Vicente Cavalcanti,Maio,35,43552.13,PIX,
Dra. Pietra Viana,Agosto,45,41923.63,Cartão de Crédito,12
Sr. Bryan Nascimento,Julho,11,6098.28,Dinheiro,
Nicolas Pereira,Junho,38,64470.04,Dinheiro,
Sr. Bryan Nascimento,Maio,11,9914.49,Cartão de Crédito,4
Enzo Santos,Janeiro,41,47346.85,PIX,
Sarah Viana,Janeiro,6,2068.02,Dinheiro,
Ana Sophia Araújo,Abril,16,19107.99,Cartão de Crédito,12
Sra. Elisa das Neves,Abril,47,89117.29,PIX,
Sra. Elisa das Neves,Julho,10,11341.73,Cartão de Crédito,3
Enzo Santos,Setembro,40,8053.92,Dinheiro,
Dr. Davi Lucas da Rosa,Fevereiro,3,3382.78,Cartão de Crédito,1
Antônio Carvalho,Abril,14,13557.11,Cartão de Crédito,3
Enzo Santos,Agosto,2,691.34,Dinheiro,
Alice da Paz,Agosto,11,11790.22,PIX,
Sra. Elisa das Neves,Junho,25,19876.18,PIX,
Emilly Almeida,Outubro,24,23498.21,Dinheiro,
Emilly Almeida,Maio,23,44283.22,PIX,
Clarice Porto,Junho,40,47323.22,PIX,
Ana Sophia Araújo,Junho,21,37872.38,Cartão de Crédito,12
Emilly Almeida,Julho,9,10529.78,Dinheiro,
Sra. Elisa das Neves,Agosto,8,5365.51,PIX,
João Gabriel Monteiro,Maio,5,5811.93,Dinheiro,
Antônio Carvalho,Março,45,31256.59,Dinheiro,
Sr. Bryan Nascimento,Novembro,24,8939.6,Cartão de Crédito,4
João Gabriel Monteiro,Novembro,50,55311.38,Dinheiro,
Vicente Cavalcanti,Fevereiro,26,34715.5,Cartão de Crédito,1
Clarice Porto,Novembro,46,20766.73,PIX,
Sr. Bryan Nascimento,Junho,32,21160.09,PIX,
Antônio Carvalho,Março,4,6509.12,Cartão de Crédito,12
Vicente Cavalcanti,Agosto,41,34147.38,Dinheiro,
João Gabriel Monteiro,Maio,30,14541.43,Dinheiro,
Samuel Pereira,Setembro,10,6703.52,Cartão de Crédito,2
Sr. Bryan Nascimento,Dezembro,24,33554.01,Cartão de Crédito,2
Samuel Pereira,Fevereiro,11,16520.58,PIX,
João Gabriel Monteiro,Maio,1,1499.89,Cartão de Crédito,6
Sarah Viana,Julho,15,9752.5,Cartão de Crédito,6
Nicolas Pereira,Fevereiro,12,19376.55,Cartão de Crédito,6
João Gabriel Monteiro,Janeiro,24,35160.41,Dinheiro,
Vicente Cavalcanti,Junho,31,36771.61,Dinheiro,
Clarice Porto,Janeiro,46,6951.9,PIX,
Clarice Porto,Maio,6,2153.77,Dinheiro,
Sarah Viana,Março,21,14169.22,Cartão de Crédito,1
Dra. Pietra Viana,Outubro,6,11484.85,Cartão de Crédito,2
Dr. Davi Lucas da Rosa,Maio,48,92646.82,Cartão de Crédito,3
Dr. Davi Lucas da Rosa,Setembro,46,36666.17,Cartão de Crédito,2
Sarah Viana,Outubro,50,70133.74,PIX,
Samuel Pereira,Março,30,27368.58,PIX,
Sra. Elisa das Neves,Março,32,17744.37,Cartão de Crédito,1
Dr. Davi Lucas da Rosa,Fevereiro,10,1492.48,Cartão de Crédito,6
Sra. Elisa das Neves,Dezembro,46,22413.54,Cartão de Crédito,2
Ana Sophia Araújo,Fevereiro,19,23273.48,PIX,
Dra. Pietra Viana,Janeiro,11,14017.64,Dinheiro,
Ana Sophia Araújo,Setembro,35,46374.2,Dinheiro,
Sra. Elisa das Neves,Outubro,25,34677.79,PIX,
Dr. Davi Lucas da Rosa,Junho,11,5034.55,Dinheiro,
Sra. Elisa das Neves,Novembro,37,64780.83,Cartão de Crédito,6
Vicente Cavalcanti,Fevereiro,43,22025.48,PIX,
Enzo Santos,Setembro,47,77626.01,Cartão de Crédito,1
Alice da Paz,Março,15,23170.7,Dinheiro,
Enzo Santos,Agosto,4,7936.93,Dinheiro,
João Gabriel Monteiro,Dezembro,5,9157.19,Cartão de Crédito,1
Sr. Bryan Nascimento,Novembro,14,19774.79,Dinheiro,
Sra. Elisa das Neves,Outubro,8,14295.42,PIX,
Nicolas Pereira,Janeiro,21,34544.3,Cartão de Crédito,1
Sarah Viana,Dezembro,14,22193.79,Cartão de Crédito,2
Nicolas Pereira,Maio,38,30360.92,Cartão de Crédito,4
Sra. Elisa das Neves,Maio,34,34068.8,PIX,
